,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
DataElements_316_Value,,,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
DataElements_317_Key,,,cma.u32_limp_mode_config,cma.u32_limp_mode_config,cma.u32_limp_mode_config,cma.u32_limp_mode_config,cma.u32_limp_mode_config,cma.u32_limp_mode_config,cma.u32_limp_mode_config,cma.u32_limp_mode_config,cma.u32_limp_mode_config,cma.u32_limp_mode_config,cma.u32_limp_mode_config,cma.u32_limp_mode_config,cma.u32_limp_mode_config
DataElements_317_Value,,,541066752.0,541066752.0,541066752.0,541066752.0,541066752.0,541066752.0,541066752.0,541066752.0,541066752.0,541066752.0,541066752.0,541066752.0,541066752.0
DataElements_318_Key,,,cma.s32_fop_offside_pdem,cma.s32_fop_offside_pdem,cma.s32_fop_offside_pdem,cma.s32_fop_offside_pdem,cma.s32_fop_offside_pdem,cma.s32_fop_offside_pdem,cma.s32_fop_offside_pdem,cma.s32_fop_offside_pdem,cma.s32_fop_offside_pdem,cma.s32_fop_offside_pdem,cma.s32_fop_offside_pdem,cma.s32_fop_offside_pdem,cma.s32_fop_offside_pdem
DataElements_318_Value,,,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0
DataElements_319_Key,,,cma.s32_max_load_estimate_wp1,cma.s32_max_load_estimate_wp1,cma.s32_max_load_estimate_wp1,cma.s32_max_load_estimate_wp1,cma.s32_max_load_estimate_wp1,cma.s32_max_load_estimate_wp1,cma.s32_max_load_estimate_wp1,cma.s32_max_load_estimate_wp1,cma.s32_max_load_estimate_wp1,cma.s32_max_load_estimate_wp1,cma.s32_max_load_estimate_wp1,cma.s32_max_load_estimate_wp1,cma.s32_max_load_estimate_wp1
DataElements_319_Value,,,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0
DataElements_320_Key,,,cma.s32_max_load_estimate_wp2,cma.s32_max_load_estimate_wp2,cma.s32_max_load_estimate_wp2,cma.s32_max_load_estimate_wp2,cma.s32_max_load_estimate_wp2,cma.s32_max_load_estimate_wp2,cma.s32_max_load_estimate_wp2,cma.s32_max_load_estimate_wp2,cma.s32_max_load_estimate_wp2,cma.s32_max_load_estimate_wp2,cma.s32_max_load_estimate_wp2,cma.s32_max_load_estimate_wp2,cma.s32_max_load_estimate_wp2
DataElements_320_Value,,,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0
DataElements_321_Key,,,cma.s16_logged_fault,cma.s16_logged_fault,cma.s16_logged_fault,cma.s16_logged_fault,cma.s16_logged_fault,cma.s16_logged_fault,cma.s16_logged_fault,cma.s16_logged_fault,cma.s16_logged_fault,cma.s16_logged_fault,cma.s16_logged_fault,cma.s16_logged_fault,cma.s16_logged_fault
DataElements_321_Value,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataElements_322_Key,,,cma.s32_pmo_pid_ramp,cma.s32_pmo_pid_ramp,cma.s32_pmo_pid_ramp,cma.s32_pmo_pid_ramp,cma.s32_pmo_pid_ramp,cma.s32_pmo_pid_ramp,cma.s32_pmo_pid_ramp,cma.s32_pmo_pid_ramp,cma.s32_pmo_pid_ramp,cma.s32_pmo_pid_ramp,cma.s32_pmo_pid_ramp,cma.s32_pmo_pid_ramp,cma.s32_pmo_pid_ramp
DataElements_322_Value,,,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0,350.0
DataElements_323_Key,,,cma.s32_pmo_kp,cma.s32_pmo_kp,cma.s32_pmo_kp,cma.s32_pmo_kp,cma.s32_pmo_kp,cma.s32_pmo_kp,cma.s32_pmo_kp,cma.s32_pmo_kp,cma.s32_pmo_kp,cma.s32_pmo_kp,cma.s32_pmo_kp,cma.s32_pmo_kp,cma.s32_pmo_kp
DataElements_323_Value,,,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
DataElements_324_Key,,,cma.s32_pmo_ki,cma.s32_pmo_ki,cma.s32_pmo_ki,cma.s32_pmo_ki,cma.s32_pmo_ki,cma.s32_pmo_ki,cma.s32_pmo_ki,cma.s32_pmo_ki,cma.s32_pmo_ki,cma.s32_pmo_ki,cma.s32_pmo_ki,cma.s32_pmo_ki,cma.s32_pmo_ki
DataElements_324_Value,,,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0
DataElements_325_Key,,,cma.s32_pmo_kd,cma.s32_pmo_kd,cma.s32_pmo_kd,cma.s32_pmo_kd,cma.s32_pmo_kd,cma.s32_pmo_kd,cma.s32_pmo_kd,cma.s32_pmo_kd,cma.s32_pmo_kd,cma.s32_pmo_kd,cma.s32_pmo_kd,cma.s32_pmo_kd,cma.s32_pmo_kd
DataElements_325_Value,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
DataElements_326_Key,,,cma.s32_pmo_d_filt,cma.s32_pmo_d_filt,cma.s32_pmo_d_filt,cma.s32_pmo_d_filt,cma.s32_pmo_d_filt,cma.s32_pmo_d_filt,cma.s32_pmo_d_filt,cma.s32_pmo_d_filt,cma.s32_pmo_d_filt,cma.s32_pmo_d_filt,cma.s32_pmo_d_filt,cma.s32_pmo_d_filt,cma.s32_pmo_d_filt
DataElements_326_Value,,,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0,24000.0
DataElements_327_Key,,,cma.s32_pmi_kp,cma.s32_pmi_kp,cma.s32_pmi_kp,cma.s32_pmi_kp,cma.s32_pmi_kp,cma.s32_pmi_kp,cma.s32_pmi_kp,cma.s32_pmi_kp,cma.s32_pmi_kp,cma.s32_pmi_kp,cma.s32_pmi_kp,cma.s32_pmi_kp,cma.s32_pmi_kp
DataElements_327_Value,,,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
DataElements_328_Key,,,cma.s32_pmi_ki,cma.s32_pmi_ki,cma.s32_pmi_ki,cma.s32_pmi_ki,cma.s32_pmi_ki,cma.s32_pmi_ki,cma.s32_pmi_ki,cma.s32_pmi_ki,cma.s32_pmi_ki,cma.s32_pmi_ki,cma.s32_pmi_ki,cma.s32_pmi_ki,cma.s32_pmi_ki
DataElements_328_Value,,,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
DataElements_329_Key,,,cma.s32_pmi_kd,cma.s32_pmi_kd,cma.s32_pmi_kd,cma.s32_pmi_kd,cma.s32_pmi_kd,cma.s32_pmi_kd,cma.s32_pmi_kd,cma.s32_pmi_kd,cma.s32_pmi_kd,cma.s32_pmi_kd,cma.s32_pmi_kd,cma.s32_pmi_kd,cma.s32_pmi_kd
DataElements_329_Value,,,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
DataElements_330_Key,,,cma.s32_pmi_d_filt,cma.s32_pmi_d_filt,cma.s32_pmi_d_filt,cma.s32_pmi_d_filt,cma.s32_pmi_d_filt,cma.s32_pmi_d_filt,cma.s32_pmi_d_filt,cma.s32_pmi_d_filt,cma.s32_pmi_d_filt,cma.s32_pmi_d_filt,cma.s32_pmi_d_filt,cma.s32_pmi_d_filt,cma.s32_pmi_d_filt
DataElements_330_Value,,,30500.0,30500.0,30500.0,30500.0,30500.0,30500.0,30500.0,30500.0,30500.0,30500.0,30500.0,30500.0,30500.0
DataElements_331_Key,,,cma.s32_pmi_min_pres,cma.s32_pmi_min_pres,cma.s32_pmi_min_pres,cma.s32_pmi_min_pres,cma.s32_pmi_min_pres,cma.s32_pmi_min_pres,cma.s32_pmi_min_pres,cma.s32_pmi_min_pres,cma.s32_pmi_min_pres,cma.s32_pmi_min_pres,cma.s32_pmi_min_pres,cma.s32_pmi_min_pres,cma.s32_pmi_min_pres
DataElements_331_Value,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
DataElements_332_Key,,,cma.s32_pmi_full_igain_flow,cma.s32_pmi_full_igain_flow,cma.s32_pmi_full_igain_flow,cma.s32_pmi_full_igain_flow,cma.s32_pmi_full_igain_flow,cma.s32_pmi_full_igain_flow,cma.s32_pmi_full_igain_flow,cma.s32_pmi_full_igain_flow,cma.s32_pmi_full_igain_flow,cma.s32_pmi_full_igain_flow,cma.s32_pmi_full_igain_flow,cma.s32_pmi_full_igain_flow,cma.s32_pmi_full_igain_flow
DataElements_332_Value,,,512.0,512.0,512.0,512.0,512.0,512.0,512.0,520.0,520.0,520.0,520.0,520.0,520.0
DataElements_333_Key,,,cma.s32_pmi_igain_zero_flow,cma.s32_pmi_igain_zero_flow,cma.s32_pmi_igain_zero_flow,cma.s32_pmi_igain_zero_flow,cma.s32_pmi_igain_zero_flow,cma.s32_pmi_igain_zero_flow,cma.s32_pmi_igain_zero_flow,cma.s32_pmi_igain_zero_flow,cma.s32_pmi_igain_zero_flow,cma.s32_pmi_igain_zero_flow,cma.s32_pmi_igain_zero_flow,cma.s32_pmi_igain_zero_flow,cma.s32_pmi_igain_zero_flow
DataElements_333_Value,,,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
DataElements_334_Key,,,cma.s16_pmi_ps_filter,cma.s16_pmi_ps_filter,cma.s16_pmi_ps_filter,cma.s16_pmi_ps_filter,cma.s16_pmi_ps_filter,cma.s16_pmi_ps_filter,cma.s16_pmi_ps_filter,cma.s16_pmi_ps_filter,cma.s16_pmi_ps_filter,cma.s16_pmi_ps_filter,cma.s16_pmi_ps_filter,cma.s16_pmi_ps_filter,cma.s16_pmi_ps_filter
DataElements_334_Value,,,31700.0,31700.0,31700.0,31700.0,31700.0,31700.0,31700.0,31700.0,31700.0,31700.0,31700.0,31700.0,31700.0
DataElements_335_Key,,,cma.s16_xmi_pass_kp,cma.s16_xmi_pass_kp,cma.s16_xmi_pass_kp,cma.s16_xmi_pass_kp,cma.s16_xmi_pass_kp,cma.s16_xmi_pass_kp,cma.s16_xmi_pass_kp,cma.s16_xmi_pass_kp,cma.s16_xmi_pass_kp,cma.s16_xmi_pass_kp,cma.s16_xmi_pass_kp,cma.s16_xmi_pass_kp,cma.s16_xmi_pass_kp
DataElements_335_Value,,,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
DataElements_336_Key,,,cma.s16_xmi_pass_ki,cma.s16_xmi_pass_ki,cma.s16_xmi_pass_ki,cma.s16_xmi_pass_ki,cma.s16_xmi_pass_ki,cma.s16_xmi_pass_ki,cma.s16_xmi_pass_ki,cma.s16_xmi_pass_ki,cma.s16_xmi_pass_ki,cma.s16_xmi_pass_ki,cma.s16_xmi_pass_ki,cma.s16_xmi_pass_ki,cma.s16_xmi_pass_ki
DataElements_336_Value,,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
DataElements_337_Key,,,cma.s16_xmi_pass_kd,cma.s16_xmi_pass_kd,cma.s16_xmi_pass_kd,cma.s16_xmi_pass_kd,cma.s16_xmi_pass_kd,cma.s16_xmi_pass_kd,cma.s16_xmi_pass_kd,cma.s16_xmi_pass_kd,cma.s16_xmi_pass_kd,cma.s16_xmi_pass_kd,cma.s16_xmi_pass_kd,cma.s16_xmi_pass_kd,cma.s16_xmi_pass_kd
DataElements_337_Value,,,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
DataElements_338_Key,,,cma.s16_x_d_filt,cma.s16_x_d_filt,cma.s16_x_d_filt,cma.s16_x_d_filt,cma.s16_x_d_filt,cma.s16_x_d_filt,cma.s16_x_d_filt,cma.s16_x_d_filt,cma.s16_x_d_filt,cma.s16_x_d_filt,cma.s16_x_d_filt,cma.s16_x_d_filt,cma.s16_x_d_filt
DataElements_338_Value,,,30500.0,30500.0,30500.0,30500.0,30500.0,30500.0,30500.0,30500.0,30500.0,30500.0,30500.0,30500.0,30500.0
DataElements_339_Key,,,cma.s16_xmi_pass_ps_filt,cma.s16_xmi_pass_ps_filt,cma.s16_xmi_pass_ps_filt,cma.s16_xmi_pass_ps_filt,cma.s16_xmi_pass_ps_filt,cma.s16_xmi_pass_ps_filt,cma.s16_xmi_pass_ps_filt,cma.s16_xmi_pass_ps_filt,cma.s16_xmi_pass_ps_filt,cma.s16_xmi_pass_ps_filt,cma.s16_xmi_pass_ps_filt,cma.s16_xmi_pass_ps_filt,cma.s16_xmi_pass_ps_filt
DataElements_339_Value,,,32500.0,32500.0,32500.0,32500.0,32500.0,32500.0,32500.0,32500.0,32500.0,32500.0,32500.0,32500.0,32500.0
DataElements_340_Key,,,cma.s16_xmi_overrun_kp,cma.s16_xmi_overrun_kp,cma.s16_xmi_overrun_kp,cma.s16_xmi_overrun_kp,cma.s16_xmi_overrun_kp,cma.s16_xmi_overrun_kp,cma.s16_xmi_overrun_kp,cma.s16_xmi_overrun_kp,cma.s16_xmi_overrun_kp,cma.s16_xmi_overrun_kp,cma.s16_xmi_overrun_kp,cma.s16_xmi_overrun_kp,cma.s16_xmi_overrun_kp
DataElements_340_Value,,,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
DataElements_341_Key,,,cma.s16_xmi_overrun_ki,cma.s16_xmi_overrun_ki,cma.s16_xmi_overrun_ki,cma.s16_xmi_overrun_ki,cma.s16_xmi_overrun_ki,cma.s16_xmi_overrun_ki,cma.s16_xmi_overrun_ki,cma.s16_xmi_overrun_ki,cma.s16_xmi_overrun_ki,cma.s16_xmi_overrun_ki,cma.s16_xmi_overrun_ki,cma.s16_xmi_overrun_ki,cma.s16_xmi_overrun_ki
DataElements_341_Value,,,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0
DataElements_342_Key,,,cma.s16_xmi_overrun_kd,cma.s16_xmi_overrun_kd,cma.s16_xmi_overrun_kd,cma.s16_xmi_overrun_kd,cma.s16_xmi_overrun_kd,cma.s16_xmi_overrun_kd,cma.s16_xmi_overrun_kd,cma.s16_xmi_overrun_kd,cma.s16_xmi_overrun_kd,cma.s16_xmi_overrun_kd,cma.s16_xmi_overrun_kd,cma.s16_xmi_overrun_kd,cma.s16_xmi_overrun_kd
DataElements_342_Value,,,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
DataElements_343_Key,,,cma.s16_xmo_kp,cma.s16_xmo_kp,cma.s16_xmo_kp,cma.s16_xmo_kp,cma.s16_xmo_kp,cma.s16_xmo_kp,cma.s16_xmo_kp,cma.s16_xmo_kp,cma.s16_xmo_kp,cma.s16_xmo_kp,cma.s16_xmo_kp,cma.s16_xmo_kp,cma.s16_xmo_kp
DataElements_343_Value,,,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0
DataElements_344_Key,,,cma.s16_xmo_ki,cma.s16_xmo_ki,cma.s16_xmo_ki,cma.s16_xmo_ki,cma.s16_xmo_ki,cma.s16_xmo_ki,cma.s16_xmo_ki,cma.s16_xmo_ki,cma.s16_xmo_ki,cma.s16_xmo_ki,cma.s16_xmo_ki,cma.s16_xmo_ki,cma.s16_xmo_ki
DataElements_344_Value,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
DataElements_345_Key,,,cma.s16_xmo_kd,cma.s16_xmo_kd,cma.s16_xmo_kd,cma.s16_xmo_kd,cma.s16_xmo_kd,cma.s16_xmo_kd,cma.s16_xmo_kd,cma.s16_xmo_kd,cma.s16_xmo_kd,cma.s16_xmo_kd,cma.s16_xmo_kd,cma.s16_xmo_kd,cma.s16_xmo_kd
DataElements_345_Value,,,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
DataElements_346_Key,,,cma.s16_xmo_overrun_ls_dem,cma.s16_xmo_overrun_ls_dem,cma.s16_xmo_overrun_ls_dem,cma.s16_xmo_overrun_ls_dem,cma.s16_xmo_overrun_ls_dem,cma.s16_xmo_overrun_ls_dem,cma.s16_xmo_overrun_ls_dem,cma.s16_xmo_overrun_ls_dem,cma.s16_xmo_overrun_ls_dem,cma.s16_xmo_overrun_ls_dem,cma.s16_xmo_overrun_ls_dem,cma.s16_xmo_overrun_ls_dem,cma.s16_xmo_overrun_ls_dem
DataElements_346_Value,,,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0
DataElements_347_Key,,,cma.s16_xmo_ff_gain,cma.s16_xmo_ff_gain,cma.s16_xmo_ff_gain,cma.s16_xmo_ff_gain,cma.s16_xmo_ff_gain,cma.s16_xmo_ff_gain,cma.s16_xmo_ff_gain,cma.s16_xmo_ff_gain,cma.s16_xmo_ff_gain,cma.s16_xmo_ff_gain,cma.s16_xmo_ff_gain,cma.s16_xmo_ff_gain,cma.s16_xmo_ff_gain
DataElements_347_Value,,,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0
DataElements_348_Key,,,cma.s16_xmo_fdamp_filt,cma.s16_xmo_fdamp_filt,cma.s16_xmo_fdamp_filt,cma.s16_xmo_fdamp_filt,cma.s16_xmo_fdamp_filt,cma.s16_xmo_fdamp_filt,cma.s16_xmo_fdamp_filt,cma.s16_xmo_fdamp_filt,cma.s16_xmo_fdamp_filt,cma.s16_xmo_fdamp_filt,cma.s16_xmo_fdamp_filt,cma.s16_xmo_fdamp_filt,cma.s16_xmo_fdamp_filt
DataElements_348_Value,,,32600.0,32600.0,32600.0,32600.0,32600.0,32600.0,32600.0,32600.0,32600.0,32600.0,32600.0,32600.0,32600.0
DataElements_349_Key,,,cma.s16_xmo_fdamp_gain,cma.s16_xmo_fdamp_gain,cma.s16_xmo_fdamp_gain,cma.s16_xmo_fdamp_gain,cma.s16_xmo_fdamp_gain,cma.s16_xmo_fdamp_gain,cma.s16_xmo_fdamp_gain,cma.s16_xmo_fdamp_gain,cma.s16_xmo_fdamp_gain,cma.s16_xmo_fdamp_gain,cma.s16_xmo_fdamp_gain,cma.s16_xmo_fdamp_gain,cma.s16_xmo_fdamp_gain
DataElements_349_Value,,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
DataElements_350_Key,,,cma.s16_xmo_xdot_ff_gain,cma.s16_xmo_xdot_ff_gain,cma.s16_xmo_xdot_ff_gain,cma.s16_xmo_xdot_ff_gain,cma.s16_xmo_xdot_ff_gain,cma.s16_xmo_xdot_ff_gain,cma.s16_xmo_xdot_ff_gain,cma.s16_xmo_xdot_ff_gain,cma.s16_xmo_xdot_ff_gain,cma.s16_xmo_xdot_ff_gain,cma.s16_xmo_xdot_ff_gain,cma.s16_xmo_xdot_ff_gain,cma.s16_xmo_xdot_ff_gain
DataElements_350_Value,,,448.0,448.0,448.0,448.0,448.0,448.0,448.0,448.0,448.0,448.0,448.0,448.0,448.0
DataElements_351_Key,,,cma.s16_xmo_offset_adjust,cma.s16_xmo_offset_adjust,cma.s16_xmo_offset_adjust,cma.s16_xmo_offset_adjust,cma.s16_xmo_offset_adjust,cma.s16_xmo_offset_adjust,cma.s16_xmo_offset_adjust,cma.s16_xmo_offset_adjust,cma.s16_xmo_offset_adjust,cma.s16_xmo_offset_adjust,cma.s16_xmo_offset_adjust,cma.s16_xmo_offset_adjust,cma.s16_xmo_offset_adjust
DataElements_351_Value,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
DataElements_352_Key,,,cma.s16_x_zero_flow_offset,cma.s16_x_zero_flow_offset,cma.s16_x_zero_flow_offset,cma.s16_x_zero_flow_offset,cma.s16_x_zero_flow_offset,cma.s16_x_zero_flow_offset,cma.s16_x_zero_flow_offset,cma.s16_x_zero_flow_offset,cma.s16_x_zero_flow_offset,cma.s16_x_zero_flow_offset,cma.s16_x_zero_flow_offset,cma.s16_x_zero_flow_offset,cma.s16_x_zero_flow_offset
DataElements_352_Value,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataElements_353_Key,,,cma.s16_olm_pwm_inside,cma.s16_olm_pwm_inside,cma.s16_olm_pwm_inside,cma.s16_olm_pwm_inside,cma.s16_olm_pwm_inside,cma.s16_olm_pwm_inside,cma.s16_olm_pwm_inside,cma.s16_olm_pwm_inside,cma.s16_olm_pwm_inside,cma.s16_olm_pwm_inside,cma.s16_olm_pwm_inside,cma.s16_olm_pwm_inside,cma.s16_olm_pwm_inside
DataElements_353_Value,,,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
DataElements_354_Key,,,cma.s16_olm_pwm_outside,cma.s16_olm_pwm_outside,cma.s16_olm_pwm_outside,cma.s16_olm_pwm_outside,cma.s16_olm_pwm_outside,cma.s16_olm_pwm_outside,cma.s16_olm_pwm_outside,cma.s16_olm_pwm_outside,cma.s16_olm_pwm_outside,cma.s16_olm_pwm_outside,cma.s16_olm_pwm_outside,cma.s16_olm_pwm_outside,cma.s16_olm_pwm_outside
DataElements_354_Value,,,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
DataElements_355_Key,,,cma.s16_olm_pos_flow_ls_dem,cma.s16_olm_pos_flow_ls_dem,cma.s16_olm_pos_flow_ls_dem,cma.s16_olm_pos_flow_ls_dem,cma.s16_olm_pos_flow_ls_dem,cma.s16_olm_pos_flow_ls_dem,cma.s16_olm_pos_flow_ls_dem,cma.s16_olm_pos_flow_ls_dem,cma.s16_olm_pos_flow_ls_dem,cma.s16_olm_pos_flow_ls_dem,cma.s16_olm_pos_flow_ls_dem,cma.s16_olm_pos_flow_ls_dem,cma.s16_olm_pos_flow_ls_dem
DataElements_355_Value,,,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
DataElements_356_Key,,,cma.s16_olm_neg_flow_ls_dem,cma.s16_olm_neg_flow_ls_dem,cma.s16_olm_neg_flow_ls_dem,cma.s16_olm_neg_flow_ls_dem,cma.s16_olm_neg_flow_ls_dem,cma.s16_olm_neg_flow_ls_dem,cma.s16_olm_neg_flow_ls_dem,cma.s16_olm_neg_flow_ls_dem,cma.s16_olm_neg_flow_ls_dem,cma.s16_olm_neg_flow_ls_dem,cma.s16_olm_neg_flow_ls_dem,cma.s16_olm_neg_flow_ls_dem,cma.s16_olm_neg_flow_ls_dem
DataElements_356_Value,,,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
DataElements_357_Key,,,cma.s16_olm_period,cma.s16_olm_period,cma.s16_olm_period,cma.s16_olm_period,cma.s16_olm_period,cma.s16_olm_period,cma.s16_olm_period,cma.s16_olm_period,cma.s16_olm_period,cma.s16_olm_period,cma.s16_olm_period,cma.s16_olm_period,cma.s16_olm_period
DataElements_357_Value,,,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0
DataElements_358_Key,,,cma.s32_DP_Shaper_K,cma.s32_DP_Shaper_K,cma.s32_DP_Shaper_K,cma.s32_DP_Shaper_K,cma.s32_DP_Shaper_K,cma.s32_DP_Shaper_K,cma.s32_DP_Shaper_K,cma.s32_DP_Shaper_K,cma.s32_DP_Shaper_K,cma.s32_DP_Shaper_K,cma.s32_DP_Shaper_K,cma.s32_DP_Shaper_K,cma.s32_DP_Shaper_K
DataElements_358_Value,,,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0,1827.0
DataElements_359_Key,,,cma.s32_DP_Shaper_PosROC,cma.s32_DP_Shaper_PosROC,cma.s32_DP_Shaper_PosROC,cma.s32_DP_Shaper_PosROC,cma.s32_DP_Shaper_PosROC,cma.s32_DP_Shaper_PosROC,cma.s32_DP_Shaper_PosROC,cma.s32_DP_Shaper_PosROC,cma.s32_DP_Shaper_PosROC,cma.s32_DP_Shaper_PosROC,cma.s32_DP_Shaper_PosROC,cma.s32_DP_Shaper_PosROC,cma.s32_DP_Shaper_PosROC
DataElements_359_Value,,,2939289.0,2939289.0,2939289.0,2939289.0,2939289.0,2939289.0,2939289.0,2949115.0,2949115.0,2949115.0,2949115.0,2949115.0,2949115.0
DataElements_360_Key,,,cma.s32_DP_Shaper_NegROC,cma.s32_DP_Shaper_NegROC,cma.s32_DP_Shaper_NegROC,cma.s32_DP_Shaper_NegROC,cma.s32_DP_Shaper_NegROC,cma.s32_DP_Shaper_NegROC,cma.s32_DP_Shaper_NegROC,cma.s32_DP_Shaper_NegROC,cma.s32_DP_Shaper_NegROC,cma.s32_DP_Shaper_NegROC,cma.s32_DP_Shaper_NegROC,cma.s32_DP_Shaper_NegROC,cma.s32_DP_Shaper_NegROC
DataElements_360_Value,,,-2939289.0,-2939289.0,-2939289.0,-2939289.0,-2939289.0,-2939289.0,-2939289.0,-2949115.0,-2949115.0,-2949115.0,-2949115.0,-2949115.0,-2949115.0
DataElements_361_Key,,,cma.s16_DP_Delta_Kp,cma.s16_DP_Delta_Kp,cma.s16_DP_Delta_Kp,cma.s16_DP_Delta_Kp,cma.s16_DP_Delta_Kp,cma.s16_DP_Delta_Kp,cma.s16_DP_Delta_Kp,cma.s16_DP_Delta_Kp,cma.s16_DP_Delta_Kp,cma.s16_DP_Delta_Kp,cma.s16_DP_Delta_Kp,cma.s16_DP_Delta_Kp,cma.s16_DP_Delta_Kp
DataElements_361_Value,,,7158.0,7158.0,7158.0,7158.0,7158.0,7158.0,7158.0,7158.0,7158.0,7158.0,7158.0,7158.0,7158.0
DataElements_362_Key,,,cma.s16_DP_Delta_Ki,cma.s16_DP_Delta_Ki,cma.s16_DP_Delta_Ki,cma.s16_DP_Delta_Ki,cma.s16_DP_Delta_Ki,cma.s16_DP_Delta_Ki,cma.s16_DP_Delta_Ki,cma.s16_DP_Delta_Ki,cma.s16_DP_Delta_Ki,cma.s16_DP_Delta_Ki,cma.s16_DP_Delta_Ki,cma.s16_DP_Delta_Ki,cma.s16_DP_Delta_Ki
DataElements_362_Value,,,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
DataElements_363_Key,,,cma.s32_DP_MinPressShaper_K,cma.s32_DP_MinPressShaper_K,cma.s32_DP_MinPressShaper_K,cma.s32_DP_MinPressShaper_K,cma.s32_DP_MinPressShaper_K,cma.s32_DP_MinPressShaper_K,cma.s32_DP_MinPressShaper_K,cma.s32_DP_MinPressShaper_K,cma.s32_DP_MinPressShaper_K,cma.s32_DP_MinPressShaper_K,cma.s32_DP_MinPressShaper_K,cma.s32_DP_MinPressShaper_K,cma.s32_DP_MinPressShaper_K
DataElements_363_Value,,,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0
